edition	result	canonical_sha256	shell_elf_sha256	kernel_elf_sha256
NGA	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	0b9ef6960e5095c4187062a9ee037a97c86ae61d51e5c7683cc9722fef408d28	1ba5c48748d10fe9090d6dbcb21c0e377b518e86a6aab8fbe75d96a19d3b9d40
NIC	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	ccf244d8638a9d5533e1ad84d2c64514331ae286b192661b1f7a5c06c062fbe7	5b68c51025a4f5c39dee9bf9755bd33c10d4223bf879a357ae2f7609fdfbfa81
NIU	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	0b9ef6960e5095c4187062a9ee037a97c86ae61d51e5c7683cc9722fef408d28	e8fbc874e622a13d565c12d06ee4ca44511440ed79ea7c95f7d0c4e4de4df522
NLD	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	ad07b90bd211a863a5fcc4e955b83d046a2fac3b6330e4e6fb39099cde0c147e	d7299cb78295f5a55d3b634609450ce7823d08b463eb6c14a1c06cb2750bb63b
NOR	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	4c44ddd9762e501b76527329abfa1066c29fc3ff10605e94870a1563c5e36668	bcf91529ec1fe893a27600c1ec362870c49252319b22512d85d513d0efa93818
NPL	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	4c44ddd9762e501b76527329abfa1066c29fc3ff10605e94870a1563c5e36668	6a83c8c109fc0f73062bacf0367431c97f58f152951949cefd2215b31d56ee21
NRU	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	0b9ef6960e5095c4187062a9ee037a97c86ae61d51e5c7683cc9722fef408d28	768b54565b36929a6e0bdbe37b5a55f1dd1a3dbda889d1cebb23e50fe37d5345
NZL	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	0b9ef6960e5095c4187062a9ee037a97c86ae61d51e5c7683cc9722fef408d28	47005ba3058c14793598409fc885f3573bc45f47f6813cf70dc7080ef1871803
OMN	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	20eea3e06a43fda2af68317d1a8ea3944ee464100474765018794da76a889f51	1ec76e9a2115dd1614520a3fd8189ff9a6f8606465ca4329f5db1eca2c01ff92
PAK	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	2179ed2c788f05e7086a085bf51a29b4becaf7816d58ac2cd830af5044d72741	21ef802ede33ab7eeca7cdf025cccbe405d04c55c77bfbb81eec4a4b7c3325c4
PAN	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	ccf244d8638a9d5533e1ad84d2c64514331ae286b192661b1f7a5c06c062fbe7	883445417625ac90ef6e10b089fd9ac26ea09eaf414ff91e4af4b26fb5051c06
PCN	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	0b9ef6960e5095c4187062a9ee037a97c86ae61d51e5c7683cc9722fef408d28	4c222ee43edde1ece29a0c2f69e179d74195137632f3e1896900a3d05bf46e37
PER	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	ccf244d8638a9d5533e1ad84d2c64514331ae286b192661b1f7a5c06c062fbe7	4d96ba977869b79383213b44767c9f00ce34aa0e946fcf4c27af72fd81d36dec
PHL	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	0b9ef6960e5095c4187062a9ee037a97c86ae61d51e5c7683cc9722fef408d28	d7d8c487a4eff5fb1e7dd9b236427b4d72d4ac781a76891e429d204c171a1d40
PLW	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	4c44ddd9762e501b76527329abfa1066c29fc3ff10605e94870a1563c5e36668	a984ab7d7c924adb6357d303ea3e26a717277de71f2d40cbe424da16466eabfe
PNG	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	4c44ddd9762e501b76527329abfa1066c29fc3ff10605e94870a1563c5e36668	40ea341e331bc2af0dd266c1c0b5ccd337a6ca7eb376d0b022e64edb01ab2603
POL	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	86b13f9b55818e14f082d3e76589febf21053e39d5cb48f8d2580d3efa96557a	9a8b9cd91dcc6b2d9fc6ea896f780fc43c442d9b559c2c28f88eaf1ff5b4a3b0
PRI	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	ccf244d8638a9d5533e1ad84d2c64514331ae286b192661b1f7a5c06c062fbe7	1649dbfc828fa50ccd8c1755e47bd26bd4cfb04f905f79a1e7e8530ba51ce635
PRK	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	51eb554771bbb2b6095b8df85a274964f95f054606a5f2b51ef9b669671267a8	7cbea72e0a5c9db5b7c159343738080a403e0af8c9397d374b3d791abbbfaaf4
PRT	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	084bfe07e14669b89c2568b9ea7061392c6725164a7c8309d86189500b331dd9	bd870a5b5362526fb64a0bdb04a7109f44bbfedac60a496770273cd17ddddb23
PRY	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	4c44ddd9762e501b76527329abfa1066c29fc3ff10605e94870a1563c5e36668	09daf925378137decf2ecb70fd44130a0ff7082947bd0a68a65a220fecc51e72
PSE	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	20eea3e06a43fda2af68317d1a8ea3944ee464100474765018794da76a889f51	4303d97cbb6c1e1e00f2bd81edc20fb8e10029a622814948f4cf717440ae585a
PYF	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	34ae16e801a7ac2c1e3cc1d476d5881214de8b8419d3e8bc4a258c84785fec7c	f0268241bb290a5e110a34d9291ffb77d9661b6b4f842fba1821a0237fdfaf01
QAT	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	20eea3e06a43fda2af68317d1a8ea3944ee464100474765018794da76a889f51	3c8beef91aa913f593049d69e6b84ed5f8fc6002fe28b46cdd089d33273c32df
REU	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	34ae16e801a7ac2c1e3cc1d476d5881214de8b8419d3e8bc4a258c84785fec7c	0353cd186a7eb435e689055ad465001af7b466336c0ea5f4d93d949f6998adc9
ROU	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	4c44ddd9762e501b76527329abfa1066c29fc3ff10605e94870a1563c5e36668	c0a89907ba4faaf1793510cbba1d71dc4ed983d911f3434e3d6157147f6728e2
RUS	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	a458605ca4dddc2cb6a6a116da42ced924d088a4ab052b05aed846dc6db217ee	c91137b4070f0f32c2017a9911cf0669dad3f223b80d65872c52e25afa670fd9
RWA	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	4c44ddd9762e501b76527329abfa1066c29fc3ff10605e94870a1563c5e36668	68003555d1d9341f8bcc82b798ee210e03c6a90d334a277f87bc6474ab8bfe09
SAU	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	20eea3e06a43fda2af68317d1a8ea3944ee464100474765018794da76a889f51	7697b223e84ed941f934e9150cde58a228b8c0fa7edce60f6ab33f5ce2397504
SDN	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	20eea3e06a43fda2af68317d1a8ea3944ee464100474765018794da76a889f51	621ae452b7e88c2df7ef60899d34e86b29c38205079c338ba0ef54e9a1a11ca7
SEN	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	4c44ddd9762e501b76527329abfa1066c29fc3ff10605e94870a1563c5e36668	776d5b9e8f8c63bd42214eb68bd098953f221837f148befa6fefa7801304b367
SGP	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	0b9ef6960e5095c4187062a9ee037a97c86ae61d51e5c7683cc9722fef408d28	54cecb56113ecb661ddc9667967d5040787ff18398c7988595b400a034307cb3
SGS	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	7f60b188ff7b75f7e4add0907ed9ad1e1e71d4327a52ed3ab899a7b0a1577c19	6868bfe1e2f1053f8b0d9395b02036a4e1b6e017d20137544a3d36e0ce0c26b7
SHN	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	0b9ef6960e5095c4187062a9ee037a97c86ae61d51e5c7683cc9722fef408d28	d8af625466578155ad5730844567232e85f73fdad63f4b8fc5989d2461b10880
SJM	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	4c44ddd9762e501b76527329abfa1066c29fc3ff10605e94870a1563c5e36668	6e07b072d262cefc51dff1d1e4ce0455af2af69902e286115795b219987bef1c
SLB	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	0b9ef6960e5095c4187062a9ee037a97c86ae61d51e5c7683cc9722fef408d28	438e513f15e4df0fa9749f183203fe06b5a30f5bf1f627c7807028dfe001761f
SLE	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	0b9ef6960e5095c4187062a9ee037a97c86ae61d51e5c7683cc9722fef408d28	3fb40c1ff3cbab3b4fa8a2a8823d2bcecd7703fe28f70bb4c82c5ef627594869
SLV	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	ccf244d8638a9d5533e1ad84d2c64514331ae286b192661b1f7a5c06c062fbe7	7a0c5d1ee1c384031c821480da073c6f155c8842e3c51edfb1d7b3537b638023
SMR	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	7a2f686f6e923c858d544d689e34266dde4e71c3507f7a4e34409dfe10cbe626	0eeae68c73ef2ea1c8ff12fb7dc497a7547a26a88683b322a8d292109fdd1f4d
SOM	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	4c44ddd9762e501b76527329abfa1066c29fc3ff10605e94870a1563c5e36668	9203ab402b2fe36d1003f922515cbbe2097b413b352fa399e877de088554d560
SPM	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	34ae16e801a7ac2c1e3cc1d476d5881214de8b8419d3e8bc4a258c84785fec7c	6ec194a1e44d1cb276d5dffe7da9a2b5515f856ff0e492a2752b12eec07c6e85
SRB	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	4c44ddd9762e501b76527329abfa1066c29fc3ff10605e94870a1563c5e36668	e0dd468685326046e044eb70c024dfaa0c77882e4ec16db9092fb44b32f660ec
SRB/sr_Cyrl	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	4c44ddd9762e501b76527329abfa1066c29fc3ff10605e94870a1563c5e36668	95a8345fd6c3d646bea8249984f59be184c568f6a93884367941df94615a6806
SRB/sr_Latn	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	4c44ddd9762e501b76527329abfa1066c29fc3ff10605e94870a1563c5e36668	ff7ebc924193ab566a27014b6c9c17d01179f9b176b5962f8aa8fdcd59c37914
SSD	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	0b9ef6960e5095c4187062a9ee037a97c86ae61d51e5c7683cc9722fef408d28	a5218d894e7f3b31039b27412215dadf0accae56301c3ce7c42b538b1ad8389e
STP	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	084bfe07e14669b89c2568b9ea7061392c6725164a7c8309d86189500b331dd9	5a09949a2739754954a49edb19eae90df480d821b2da99d8e3320772fd287315
SUR	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	ad07b90bd211a863a5fcc4e955b83d046a2fac3b6330e4e6fb39099cde0c147e	35115a5a4d3ee53994b5d5baff6a2bc0cae3f5a511be6651c096cd4059dfb0e0
SVK	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	4c44ddd9762e501b76527329abfa1066c29fc3ff10605e94870a1563c5e36668	bbc34bf4bb8e7c2fd83ec68bc8632e33ca2c04f13d1fc7d9fad7a31790a1360d
SVN	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	4c44ddd9762e501b76527329abfa1066c29fc3ff10605e94870a1563c5e36668	dbbb30b049af953563587c3cd649d0aa9b25325a4dd009c808f7df85dd83fde3
SWE	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	116de38055334673369747b26ae39d41a694622c1b0ce1375121cc7560d1edef	a3e80a6baa2e2a137c1b82aaf340392320c2d476f9111e320c6a76f55078f080
SWZ	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	0b9ef6960e5095c4187062a9ee037a97c86ae61d51e5c7683cc9722fef408d28	b66df82c93aa06a8457a447d993360c551d407501a78f10d0f2f3e4d2b2bc1e1
SXM	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	0b9ef6960e5095c4187062a9ee037a97c86ae61d51e5c7683cc9722fef408d28	1e2e26fbe7a7f9a6c92b65664711e49c9e8e72e3883e63919d4129534bdb7f27
SYC	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	34ae16e801a7ac2c1e3cc1d476d5881214de8b8419d3e8bc4a258c84785fec7c	4287b9f9476a6023c0c84583be8964edb33aaf7d5eeeaa2e1865a2b980d48613
SYR	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	20eea3e06a43fda2af68317d1a8ea3944ee464100474765018794da76a889f51	181ba042ef512f830f32b3b7707845cdd24831355a555927b58df5ad9eb25b86
TCA	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	0b9ef6960e5095c4187062a9ee037a97c86ae61d51e5c7683cc9722fef408d28	4331826fe4d8ed0f3b6c2ca797b30165089d5f9a5f5326f55bbca788b5ac43b4
TCD	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	34ae16e801a7ac2c1e3cc1d476d5881214de8b8419d3e8bc4a258c84785fec7c	bbe581537d75f6ac3a690ffd870ed90734d0c5d1c08da8b7cb93b36fa5d2dcae
TGO	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	34ae16e801a7ac2c1e3cc1d476d5881214de8b8419d3e8bc4a258c84785fec7c	d116332e445afb377baac27e8ad68a675d3930b624766a7eaf6589fa8fe1b59e
THA	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	4c44ddd9762e501b76527329abfa1066c29fc3ff10605e94870a1563c5e36668	668cd5b34896686c4336d509afa7c59abe207c130686585459497979b2ce3a64
TJK	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	4c44ddd9762e501b76527329abfa1066c29fc3ff10605e94870a1563c5e36668	3a4ac7a6a345b6d136c17b87ff4fb59e3674f64021c2076079494b16cc951003
TKL	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	0b9ef6960e5095c4187062a9ee037a97c86ae61d51e5c7683cc9722fef408d28	d27ca990196cf7b3b3f7b09b09578df3bbd02c8bd2f69427ed90d27ffa46a508
TKM	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	4c44ddd9762e501b76527329abfa1066c29fc3ff10605e94870a1563c5e36668	896cae7c523f316003b0a1d0e9ebeec565796900a3d57e9e8876620c396fc7c8
TLS	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	084bfe07e14669b89c2568b9ea7061392c6725164a7c8309d86189500b331dd9	78bc47e7ffa0214c3a9717f445aa465fa92bb114e393be16af01357be85c059a
TON	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	4c44ddd9762e501b76527329abfa1066c29fc3ff10605e94870a1563c5e36668	6dc22071a7e40c8a6fe64782d445ba46e86b76737d37de8d9a3ea40e1032bb07
TTO	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	0b9ef6960e5095c4187062a9ee037a97c86ae61d51e5c7683cc9722fef408d28	844a1f54bd5ec8897d279011dd6aad1bf3f37ce49e950379435add879d6a3b09
TUN	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	20eea3e06a43fda2af68317d1a8ea3944ee464100474765018794da76a889f51	2a260d5a304378ad70dff001b03340559ef036aefb66946f326646f9db9ec74a
TUR	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	51e98abc71761096fd16b8b9fdb04832ec248505cbb90d14b6cdce12bd217b92	8beff30404577e6404d56cd415faaf2179a8d5c316038d01668c6f606d5023f4
TUV	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	4c44ddd9762e501b76527329abfa1066c29fc3ff10605e94870a1563c5e36668	bdfbf3c309f1be032e19381af2432a5ef107df2b872af2114f54e068656a01be
TWN	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	076d02853ba40ff1eb51e4db22462d7328029d750799c49aad07575fed4e63e1	5add44d1524649069f9d409c5bb54da09c8caa56e3593563b6f0ce9a0cb324ef
TWN/zh_Hans	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	1c45f81c2ea1a9929126b1868cb0389524c9bd5dbf1de54b16e2def9adff37a7	71978b9f0e26200cbed44cc09e5aea245d76f6670c6685c02b85d3616149fdbb
TWN/zh_Hant	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	076d02853ba40ff1eb51e4db22462d7328029d750799c49aad07575fed4e63e1	95789ebcde914a669d8d5c77a27bb150a179ec0d71fbfea5925eab1bb2e31a73
TZA	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	4c44ddd9762e501b76527329abfa1066c29fc3ff10605e94870a1563c5e36668	f1daeda2bb8163016bb5cb3c9b7358411416aa3e687963cfba62630cb59fcf74
UGA	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	4c44ddd9762e501b76527329abfa1066c29fc3ff10605e94870a1563c5e36668	c818eba2e2f16e1a4026caf589bd96ec5d538cf40b702e5f86774cec39b8e446
UKR	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	ca1376f6e77ef4f25b389e3622937b0a3a04c8ac466cf1896f8c5e66fafc3fa8	3b50914b0d049ac1c6d0f1971641e9ace2f4e20e8aa437e318beecbbd73d94ad
UMI	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	0b9ef6960e5095c4187062a9ee037a97c86ae61d51e5c7683cc9722fef408d28	68a9eabee44fd87b694dcc149fb3c799f65c5ca816f15cab3f72a9089e1aeca2
URY	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	ccf244d8638a9d5533e1ad84d2c64514331ae286b192661b1f7a5c06c062fbe7	5d7ba851dc6f9f6f1ce5fe21e3d1acf34cdeecb8568ead26e202693b6b1e8ad4
USA	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	489164f09442ae446ba0447b5668b05a82262ce7f2f1ff78b6b699b55068debd	93418c6024c6ed6b41a792107ce69d1ded6ef8eebf6262147840f4781c43df4b
UZB	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	4c44ddd9762e501b76527329abfa1066c29fc3ff10605e94870a1563c5e36668	fdc1cdaf047726aab4757a6ed88064d635ec4e51a3e8dd75925be24f4c098fb4
VAT	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	7a2f686f6e923c858d544d689e34266dde4e71c3507f7a4e34409dfe10cbe626	8a63dfc6a9bf4ac017ae193289eae16e92027e323354b3e73ad359136a1332e6
VCT	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	0b9ef6960e5095c4187062a9ee037a97c86ae61d51e5c7683cc9722fef408d28	8fafb4b182efe4e32627fd7cfa06d52efd83834b14b59ca8ca8d5ba15ef07384
VEN	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	ccf244d8638a9d5533e1ad84d2c64514331ae286b192661b1f7a5c06c062fbe7	26024e664e12310f2a449a272d9ce4527d12060e6aac52b8749e41ce9dd28ae6
VGB	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	0b9ef6960e5095c4187062a9ee037a97c86ae61d51e5c7683cc9722fef408d28	b540f8ac2d9a49eb3de10399960527bddb08b309265555d136a819f90edf88ec
VIR	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	0b9ef6960e5095c4187062a9ee037a97c86ae61d51e5c7683cc9722fef408d28	f4da1da07024f8d3f2686d2330a5255c4afee0da2e6d8d6c7b375b8f4a318ab9
VNM	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	421358c850233fa1af815caa6539538699f238ef12a86148072dd6a855cede03	44362e7e8971ba7e9bce27d31f7df5edc34b3ddcaf51af88f6e59c6ab5e20c07
VUT	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	4c44ddd9762e501b76527329abfa1066c29fc3ff10605e94870a1563c5e36668	8207de13e6ce7e562697a2b0c062e6ec45e038df3498c50f065e42c4a9cf4569
WLF	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	34ae16e801a7ac2c1e3cc1d476d5881214de8b8419d3e8bc4a258c84785fec7c	cab2ae37599819460aaef351d95bda97221947c1672da6685d612c1540768752
WSM	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	4c44ddd9762e501b76527329abfa1066c29fc3ff10605e94870a1563c5e36668	4243ef4f6e3000a21e28eff4300c125ec57c851564b073960c2fcce81960cf45
YEM	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	20eea3e06a43fda2af68317d1a8ea3944ee464100474765018794da76a889f51	134e3e6bd9aa57f9313e1ebfa0e44c713c5a8429e7f5d2bfd19ece2c967555ff
ZAF	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	0b9ef6960e5095c4187062a9ee037a97c86ae61d51e5c7683cc9722fef408d28	7f43117e001bf3285cd191e38c6454274310178c7ba7fecc352710b3dbcdb2c7
ZMB	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	0b9ef6960e5095c4187062a9ee037a97c86ae61d51e5c7683cc9722fef408d28	d40e559f155fde411ddd3ab416a27c832df5e5c3fde84f7cc52fef3fbacd0515
ZWE	PASS	4e6ceb751117c5ecc58d4b184353901e8645f19475242a705d286e62e2ea7e70	4c44ddd9762e501b76527329abfa1066c29fc3ff10605e94870a1563c5e36668	ed544644473e36c1530916ed952460e86fabb71e3543725606130b5875770ba7
