kind	original	reason
identifier	divisor	existing spelling retained; current-function and linguistic review incomplete
identifier	domain	existing spelling retained; current-function and linguistic review incomplete
identifier	driveNumber	existing spelling retained; current-function and linguistic review incomplete
identifier	driver	existing spelling retained; current-function and linguistic review incomplete
identifier	driverManager	existing spelling retained; current-function and linguistic review incomplete
identifier	drivercount	existing spelling retained; current-function and linguistic review incomplete
identifier	drv	existing spelling retained; current-function and linguistic review incomplete
identifier	ds	existing spelling retained; current-function and linguistic review incomplete
identifier	ds_segment	existing spelling retained; current-function and linguistic review incomplete
identifier	dst	existing spelling retained; current-function and linguistic review incomplete
identifier	dstEntry	existing spelling retained; current-function and linguistic review incomplete
identifier	dstIP	existing spelling retained; current-function and linguistic review incomplete
identifier	dstIP_BE	existing spelling retained; current-function and linguistic review incomplete
identifier	dstMAC	existing spelling retained; current-function and linguistic review incomplete
identifier	dstMAC_BE	existing spelling retained; current-function and linguistic review incomplete
identifier	dstPageDir	existing spelling retained; current-function and linguistic review incomplete
identifier	dstPort	existing spelling retained; current-function and linguistic review incomplete
identifier	dstPt	existing spelling retained; current-function and linguistic review incomplete
identifier	dstPtPtr	existing spelling retained; current-function and linguistic review incomplete
identifier	dstPtr	existing spelling retained; current-function and linguistic review incomplete
identifier	dstptr	existing spelling retained; current-function and linguistic review incomplete
identifier	dynamic	existing spelling retained; current-function and linguistic review incomplete
identifier	e	existing spelling retained; current-function and linguistic review incomplete
identifier	e_ehsize	existing spelling retained; current-function and linguistic review incomplete
identifier	e_entry	existing spelling retained; current-function and linguistic review incomplete
identifier	e_flags	existing spelling retained; current-function and linguistic review incomplete
identifier	e_ident	existing spelling retained; current-function and linguistic review incomplete
identifier	e_machine	existing spelling retained; current-function and linguistic review incomplete
identifier	e_phentsize	existing spelling retained; current-function and linguistic review incomplete
identifier	e_phnum	existing spelling retained; current-function and linguistic review incomplete
identifier	e_phoff	existing spelling retained; current-function and linguistic review incomplete
identifier	e_shentsize	existing spelling retained; current-function and linguistic review incomplete
identifier	e_shnum	existing spelling retained; current-function and linguistic review incomplete
identifier	e_shoff	existing spelling retained; current-function and linguistic review incomplete
identifier	e_shstrndx	existing spelling retained; current-function and linguistic review incomplete
identifier	e_type	existing spelling retained; current-function and linguistic review incomplete
identifier	e_version	existing spelling retained; current-function and linguistic review incomplete
identifier	eax	existing spelling retained; current-function and linguistic review incomplete
identifier	ebp	existing spelling retained; current-function and linguistic review incomplete
identifier	ebx	existing spelling retained; current-function and linguistic review incomplete
identifier	ecx	existing spelling retained; current-function and linguistic review incomplete
identifier	edi	existing spelling retained; current-function and linguistic review incomplete
identifier	edx	existing spelling retained; current-function and linguistic review incomplete
identifier	efHandler	existing spelling retained; current-function and linguistic review incomplete
identifier	eflags	existing spelling retained; current-function and linguistic review incomplete
identifier	eip	existing spelling retained; current-function and linguistic review incomplete
identifier	eipOffset	existing spelling retained; current-function and linguistic review incomplete
identifier	elf	existing spelling retained; current-function and linguistic review incomplete
identifier	elf0	existing spelling retained; current-function and linguistic review incomplete
identifier	elf2	existing spelling retained; current-function and linguistic review incomplete
identifier	elf3	existing spelling retained; current-function and linguistic review incomplete
identifier	elf4	existing spelling retained; current-function and linguistic review incomplete
identifier	elfHeader	existing spelling retained; current-function and linguistic review incomplete
identifier	enabled	existing spelling retained; current-function and linguistic review incomplete
identifier	end	existing spelling retained; current-function and linguistic review incomplete
identifier	endOffset	existing spelling retained; current-function and linguistic review incomplete
identifier	end_cylinder	existing spelling retained; current-function and linguistic review incomplete
identifier	end_head	existing spelling retained; current-function and linguistic review incomplete
identifier	end_sector	existing spelling retained; current-function and linguistic review incomplete
identifier	ensureCurrentProcess	existing spelling retained; current-function and linguistic review incomplete
identifier	entry	existing spelling retained; current-function and linguistic review incomplete
identifier	entryPoint	existing spelling retained; current-function and linguistic review incomplete
identifier	entrypoint	existing spelling retained; current-function and linguistic review incomplete
identifier	environment	existing spelling retained; current-function and linguistic review incomplete
identifier	environmentPointers	existing spelling retained; current-function and linguistic review incomplete
identifier	err	existing spelling retained; current-function and linguistic review incomplete
identifier	errorPort	existing spelling retained; current-function and linguistic review incomplete
identifier	es	existing spelling retained; current-function and linguistic review incomplete
identifier	esi	existing spelling retained; current-function and linguistic review incomplete
identifier	esp	existing spelling retained; current-function and linguistic review incomplete
identifier	esp0	existing spelling retained; current-function and linguistic review incomplete
identifier	esp1	existing spelling retained; current-function and linguistic review incomplete
identifier	esp2	existing spelling retained; current-function and linguistic review incomplete
identifier	etherFrameProvider	existing spelling retained; current-function and linguistic review incomplete
identifier	etherType	existing spelling retained; current-function and linguistic review incomplete
identifier	etherType_BE	existing spelling retained; current-function and linguistic review incomplete
identifier	etherframe	existing spelling retained; current-function and linguistic review incomplete
identifier	etherframePayload	existing spelling retained; current-function and linguistic review incomplete
identifier	except	existing spelling retained; current-function and linguistic review incomplete
identifier	exceptionCR0	existing spelling retained; current-function and linguistic review incomplete
identifier	exceptionCR2	existing spelling retained; current-function and linguistic review incomplete
identifier	exceptionCR3	existing spelling retained; current-function and linguistic review incomplete
identifier	exceptionFrameValue	existing spelling retained; current-function and linguistic review incomplete
identifier	exceptionHasErrorCode	existing spelling retained; current-function and linguistic review incomplete
identifier	exceptionName	existing spelling retained; current-function and linguistic review incomplete
identifier	execVector	existing spelling retained; current-function and linguistic review incomplete
identifier	exists	existing spelling retained; current-function and linguistic review incomplete
identifier	exited	existing spelling retained; current-function and linguistic review incomplete
identifier	ext	existing spelling retained; current-function and linguistic review incomplete
identifier	extFlags	existing spelling retained; current-function and linguistic review incomplete
identifier	extendedScanCode	existing spelling retained; current-function and linguistic review incomplete
identifier	fDupFD	existing spelling retained; current-function and linguistic review incomplete
identifier	fGetFD	existing spelling retained; current-function and linguistic review incomplete
identifier	fGetFL	existing spelling retained; current-function and linguistic review incomplete
identifier	fSetFD	existing spelling retained; current-function and linguistic review incomplete
identifier	fSetFL	existing spelling retained; current-function and linguistic review incomplete
identifier	fat	existing spelling retained; current-function and linguistic review incomplete
identifier	fatCopies	existing spelling retained; current-function and linguistic review incomplete
identifier	fatInfo	existing spelling retained; current-function and linguistic review incomplete
identifier	fatOffsetInSectorForCurrentCluster	existing spelling retained; current-function and linguistic review incomplete
identifier	fatSectorCount	existing spelling retained; current-function and linguistic review incomplete
identifier	fatSectorForCurrentCluster	existing spelling retained; current-function and linguistic review incomplete
identifier	fatSize	existing spelling retained; current-function and linguistic review incomplete
identifier	fatStart	existing spelling retained; current-function and linguistic review incomplete
identifier	fatTypeLabel	existing spelling retained; current-function and linguistic review incomplete
identifier	fatVersion	existing spelling retained; current-function and linguistic review incomplete
identifier	fatbuf	existing spelling retained; current-function and linguistic review incomplete
identifier	fatbuffer	existing spelling retained; current-function and linguistic review incomplete
identifier	faultAddr	existing spelling retained; current-function and linguistic review incomplete
identifier	fb	existing spelling retained; current-function and linguistic review incomplete
identifier	fbCurCol	existing spelling retained; current-function and linguistic review incomplete
identifier	fbCurLine	existing spelling retained; current-function and linguistic review incomplete
identifier	fbHeight	existing spelling retained; current-function and linguistic review incomplete
identifier	fbPhysAddr	existing spelling retained; current-function and linguistic review incomplete
identifier	fbWidth	existing spelling retained; current-function and linguistic review incomplete
identifier	fd	existing spelling retained; current-function and linguistic review incomplete
identifier	fdCloexec	existing spelling retained; current-function and linguistic review incomplete
identifier	fdEntry	existing spelling retained; current-function and linguistic review incomplete
identifier	fdFlags	existing spelling retained; current-function and linguistic review incomplete
identifier	fdKindConsole	existing spelling retained; current-function and linguistic review incomplete
identifier	fdKindFat	existing spelling retained; current-function and linguistic review incomplete
identifier	fdKindNone	existing spelling retained; current-function and linguistic review incomplete
identifier	fdKindRootDir	existing spelling retained; current-function and linguistic review incomplete
identifier	fdKindSocket	existing spelling retained; current-function and linguistic review incomplete
identifier	fdKindStdin	existing spelling retained; current-function and linguistic review incomplete
identifier	fds	existing spelling retained; current-function and linguistic review incomplete
identifier	filePtr	existing spelling retained; current-function and linguistic review incomplete
identifier	fileSector	existing spelling retained; current-function and linguistic review incomplete
identifier	fileSize	existing spelling retained; current-function and linguistic review incomplete
identifier	filename	existing spelling retained; current-function and linguistic review incomplete
identifier	fillPosixStat	existing spelling retained; current-function and linguistic review incomplete
identifier	findProcess	existing spelling retained; current-function and linguistic review incomplete
identifier	first	existing spelling retained; current-function and linguistic review incomplete
identifier	firstClusterHi	existing spelling retained; current-function and linguistic review incomplete
identifier	firstClusterLow	existing spelling retained; current-function and linguistic review incomplete
identifier	firstFileCluster	existing spelling retained; current-function and linguistic review incomplete
identifier	flags	existing spelling retained; current-function and linguistic review incomplete
identifier	flags2	existing spelling retained; current-function and linguistic review incomplete
identifier	flagsAndOffset	existing spelling retained; current-function and linguistic review incomplete
identifier	flushIndex	existing spelling retained; current-function and linguistic review incomplete
identifier	flushTlsTable	existing spelling retained; current-function and linguistic review incomplete
identifier	flush_tss	existing spelling retained; current-function and linguistic review incomplete
identifier	fn	existing spelling retained; current-function and linguistic review incomplete
identifier	foo	existing spelling retained; current-function and linguistic review incomplete
identifier	foundChild	existing spelling retained; current-function and linguistic review incomplete
identifier	frame	existing spelling retained; current-function and linguistic review incomplete
identifier	frameCount	existing spelling retained; current-function and linguistic review incomplete
identifier	frameHeaderSize	existing spelling retained; current-function and linguistic review incomplete
identifier	free	existing spelling retained; current-function and linguistic review incomplete
identifier	freePort	existing spelling retained; current-function and linguistic review incomplete
identifier	frequency	existing spelling retained; current-function and linguistic review incomplete
identifier	fs	existing spelling retained; current-function and linguistic review incomplete
identifier	func1Val	existing spelling retained; current-function and linguistic review incomplete
identifier	func2Val	existing spelling retained; current-function and linguistic review incomplete
identifier	func3Val	existing spelling retained; current-function and linguistic review incomplete
identifier	func_addr	existing spelling retained; current-function and linguistic review incomplete
identifier	func_bytes	existing spelling retained; current-function and linguistic review incomplete
identifier	func_name	existing spelling retained; current-function and linguistic review incomplete
identifier	func_value	existing spelling retained; current-function and linguistic review incomplete
identifier	function	existing spelling retained; current-function and linguistic review incomplete
identifier	fxrstor	existing spelling retained; current-function and linguistic review incomplete
identifier	fxsave	existing spelling retained; current-function and linguistic review incomplete
identifier	g	existing spelling retained; current-function and linguistic review incomplete
identifier	g_320x200x256	existing spelling retained; current-function and linguistic review incomplete
identifier	gate	existing spelling retained; current-function and linguistic review incomplete
identifier	gateData	existing spelling retained; current-function and linguistic review incomplete
identifier	gatewayIP	existing spelling retained; current-function and linguistic review incomplete
identifier	gdt	existing spelling retained; current-function and linguistic review incomplete
identifier	gdtDescriptor	existing spelling retained; current-function and linguistic review incomplete
identifier	gdtEntry	existing spelling retained; current-function and linguistic review incomplete
identifier	gdtTable	existing spelling retained; current-function and linguistic review incomplete
identifier	gdtTableLen	existing spelling retained; current-function and linguistic review incomplete
identifier	gdt_codeSegmentSelector	existing spelling retained; current-function and linguistic review incomplete
identifier	gdt_func	existing spelling retained; current-function and linguistic review incomplete
identifier	getCR2	existing spelling retained; current-function and linguistic review incomplete
identifier	getCR3	existing spelling retained; current-function and linguistic review incomplete
identifier	getDescriptor	existing spelling retained; current-function and linguistic review incomplete
identifier	getESI	existing spelling retained; current-function and linguistic review incomplete
identifier	getESP	existing spelling retained; current-function and linguistic review incomplete
identifier	getGDT	existing spelling retained; current-function and linguistic review incomplete
identifier	getGS	existing spelling retained; current-function and linguistic review incomplete
identifier	getOpenFile	existing spelling retained; current-function and linguistic review incomplete
identifier	getOpenFileFor	existing spelling retained; current-function and linguistic review incomplete
identifier	getTLS	existing spelling retained; current-function and linguistic review incomplete
identifier	globalDescriptorTable	existing spelling retained; current-function and linguistic review incomplete
identifier	globalOffsetTable	existing spelling retained; current-function and linguistic review incomplete
identifier	global_offset_table	existing spelling retained; current-function and linguistic review incomplete
identifier	graphicsControllerDataPort	existing spelling retained; current-function and linguistic review incomplete
identifier	graphicsControllerIndexPort	existing spelling retained; current-function and linguistic review incomplete
identifier	grub_multiboot_memory_map_t	existing spelling retained; current-function and linguistic review incomplete
identifier	gs	existing spelling retained; current-function and linguistic review incomplete
identifier	gs_segment	existing spelling retained; current-function and linguistic review incomplete
identifier	h	existing spelling retained; current-function and linguistic review incomplete
identifier	haltAfterFatalException	existing spelling retained; current-function and linguistic review incomplete
identifier	handleInterrupt	existing spelling retained; current-function and linguistic review incomplete
identifier	handleKeyboardInterrupt	existing spelling retained; current-function and linguistic review incomplete
identifier	handleMouseInterrupt	existing spelling retained; current-function and linguistic review incomplete
identifier	handlePagingInterrupt	existing spelling retained; current-function and linguistic review incomplete
identifier	handleUnhandledSyscall	existing spelling retained; current-function and linguistic review incomplete
identifier	handler	existing spelling retained; current-function and linguistic review incomplete
identifier	handlerAddressHighBits	existing spelling retained; current-function and linguistic review incomplete
identifier	handlerAddressLowBits	existing spelling retained; current-function and linguistic review incomplete
identifier	handlerRun	existing spelling retained; current-function and linguistic review incomplete
identifier	handlers	existing spelling retained; current-function and linguistic review incomplete
identifier	hardwareAddressSize	existing spelling retained; current-function and linguistic review incomplete
identifier	hardwareInterruptOffset	existing spelling retained; current-function and linguistic review incomplete
identifier	hardwareType	existing spelling retained; current-function and linguistic review incomplete
identifier	hd	existing spelling retained; current-function and linguistic review incomplete
identifier	head	existing spelling retained; current-function and linguistic review incomplete
identifier	headCount	existing spelling retained; current-function and linguistic review incomplete
identifier	headerLength	existing spelling retained; current-function and linguistic review incomplete
identifier	headertype	existing spelling retained; current-function and linguistic review incomplete
identifier	height	existing spelling retained; current-function and linguistic review incomplete
identifier	hex	existing spelling retained; current-function and linguistic review incomplete
identifier	hiddenSectors	existing spelling retained; current-function and linguistic review incomplete
identifier	i	existing spelling retained; current-function and linguistic review incomplete
identifier	iCount	existing spelling retained; current-function and linguistic review incomplete
identifier	iDrivers	existing spelling retained; current-function and linguistic review incomplete
identifier	iKeyboardEventHandler	existing spelling retained; current-function and linguistic review incomplete
identifier	iMouseEventHandler	existing spelling retained; current-function and linguistic review incomplete
identifier	iPCIControllerHandler	existing spelling retained; current-function and linguistic review incomplete
identifier	iRawDataHandler	existing spelling retained; current-function and linguistic review incomplete
identifier	iTimerEventHandler	existing spelling retained; current-function and linguistic review incomplete
identifier	icmp	existing spelling retained; current-function and linguistic review incomplete
identifier	icmpSize	existing spelling retained; current-function and linguistic review incomplete
identifier	icmp콘솔	existing spelling retained; current-function and linguistic review incomplete
identifier	id	existing spelling retained; current-function and linguistic review incomplete
identifier	ident	existing spelling retained; current-function and linguistic review incomplete
identifier	idtData	existing spelling retained; current-function and linguistic review incomplete
identifier	idtPointer	existing spelling retained; current-function and linguistic review incomplete
identifier	idx	existing spelling retained; current-function and linguistic review incomplete
identifier	index	existing spelling retained; current-function and linguistic review incomplete
identifier	initBlock	existing spelling retained; current-function and linguistic review incomplete
identifier	initFileDescriptors	existing spelling retained; current-function and linguistic review incomplete
identifier	initPIT	existing spelling retained; current-function and linguistic review incomplete
identifier	initializeProcessFDs	existing spelling retained; current-function and linguistic review incomplete
identifier	inode	existing spelling retained; current-function and linguistic review incomplete
identifier	inputEventTask	existing spelling retained; current-function and linguistic review incomplete
identifier	installIDT	existing spelling retained; current-function and linguistic review incomplete
identifier	intNumber	existing spelling retained; current-function and linguistic review incomplete
identifier	interface_id	existing spelling retained; current-function and linguistic review incomplete
identifier	internetprotocolPayload	existing spelling retained; current-function and linguistic review incomplete
identifier	interrupt	existing spelling retained; current-function and linguistic review incomplete
identifier	interruptDebug	existing spelling retained; current-function and linguistic review incomplete
identifier	interruptExitLoop	existing spelling retained; current-function and linguistic review incomplete
identifier	interruptGateEntries	existing spelling retained; current-function and linguistic review incomplete
identifier	interruptHandler	existing spelling retained; current-function and linguistic review incomplete
identifier	interrupts	existing spelling retained; current-function and linguistic review incomplete
identifier	iomap	existing spelling retained; current-function and linguistic review incomplete
identifier	ip	existing spelling retained; current-function and linguistic review incomplete
identifier	ipEtherFrameHandler	existing spelling retained; current-function and linguistic review incomplete
identifier	ipHandler	existing spelling retained; current-function and linguistic review incomplete
identifier	ipIdx	existing spelling retained; current-function and linguistic review incomplete
identifier	ipProtocolUDP	existing spelling retained; current-function and linguistic review incomplete
identifier	ipProvider	existing spelling retained; current-function and linguistic review incomplete
identifier	ipSize	existing spelling retained; current-function and linguistic review incomplete
identifier	ip_be	existing spelling retained; current-function and linguistic review incomplete
identifier	ipmessage	existing spelling retained; current-function and linguistic review incomplete
identifier	ipv4	existing spelling retained; current-function and linguistic review incomplete
identifier	ip콘솔	existing spelling retained; current-function and linguistic review incomplete
identifier	isKernel	existing spelling retained; current-function and linguistic review incomplete
identifier	isRoot	existing spelling retained; current-function and linguistic review incomplete
identifier	isRootPath	existing spelling retained; current-function and linguistic review incomplete
identifier	isSharedPDE	existing spelling retained; current-function and linguistic review incomplete
identifier	istOffset	existing spelling retained; current-function and linguistic review incomplete
identifier	j	existing spelling retained; current-function and linguistic review incomplete
identifier	jmp	existing spelling retained; current-function and linguistic review incomplete
identifier	jmp_user	existing spelling retained; current-function and linguistic review incomplete
identifier	jump_usermode_iret	existing spelling retained; current-function and linguistic review incomplete
identifier	kPageDirEntry	existing spelling retained; current-function and linguistic review incomplete
identifier	kernelESP	existing spelling retained; current-function and linguistic review incomplete
identifier	kernelPageDirEntry	existing spelling retained; current-function and linguistic review incomplete
identifier	kernelSS	existing spelling retained; current-function and linguistic review incomplete
identifier	key	existing spelling retained; current-function and linguistic review incomplete
identifier	keyboard	existing spelling retained; current-function and linguistic review incomplete
identifier	keyboardDriver	existing spelling retained; current-function and linguistic review incomplete
identifier	keyboardEventHandler	existing spelling retained; current-function and linguistic review incomplete
identifier	keyboardQueue	existing spelling retained; current-function and linguistic review incomplete
identifier	keyboardQueueRead	existing spelling retained; current-function and linguistic review incomplete
identifier	keyboardQueueSize	existing spelling retained; current-function and linguistic review incomplete
identifier	keyboardQueueWrite	existing spelling retained; current-function and linguistic review incomplete
identifier	kind	existing spelling retained; current-function and linguistic review incomplete
identifier	l	existing spelling retained; current-function and linguistic review incomplete
identifier	last	existing spelling retained; current-function and linguistic review incomplete
identifier	lbaHiPort	existing spelling retained; current-function and linguistic review incomplete
identifier	lbaLowPort	existing spelling retained; current-function and linguistic review incomplete
identifier	lbaMidPort	existing spelling retained; current-function and linguistic review incomplete
identifier	ldt	existing spelling retained; current-function and linguistic review incomplete
identifier	leftShift	existing spelling retained; current-function and linguistic review incomplete
identifier	len	existing spelling retained; current-function and linguistic review incomplete
identifier	len_ver	existing spelling retained; current-function and linguistic review incomplete
identifier	length	existing spelling retained; current-function and linguistic review incomplete
identifier	lengthAddress	existing spelling retained; current-function and linguistic review incomplete
identifier	lengthInBytes	existing spelling retained; current-function and linguistic review incomplete
identifier	length_high	existing spelling retained; current-function and linguistic review incomplete
identifier	length_low	existing spelling retained; current-function and linguistic review incomplete
identifier	lengths	existing spelling retained; current-function and linguistic review incomplete
identifier	lib1Addr	existing spelling retained; current-function and linguistic review incomplete
identifier	lib1Data	existing spelling retained; current-function and linguistic review incomplete
identifier	lib1File	existing spelling retained; current-function and linguistic review incomplete
identifier	lib1GOT	existing spelling retained; current-function and linguistic review incomplete
identifier	lib1elf	existing spelling retained; current-function and linguistic review incomplete
identifier	lib2Addr	existing spelling retained; current-function and linguistic review incomplete
identifier	lib2Data	existing spelling retained; current-function and linguistic review incomplete
identifier	lib2File	existing spelling retained; current-function and linguistic review incomplete
identifier	lib2GOT	existing spelling retained; current-function and linguistic review incomplete
identifier	lib2elf	existing spelling retained; current-function and linguistic review incomplete
identifier	libLinkMap	existing spelling retained; current-function and linguistic review incomplete
identifier	lidtaddr	existing spelling retained; current-function and linguistic review incomplete
identifier	limit	existing spelling retained; current-function and linguistic review incomplete
identifier	limitHighAndFlags	existing spelling retained; current-function and linguistic review incomplete
identifier	limitLow	existing spelling retained; current-function and linguistic review incomplete
identifier	linkMap	existing spelling retained; current-function and linguistic review incomplete
identifier	linkMapAddr	existing spelling retained; current-function and linguistic review incomplete
identifier	linkerAddr	existing spelling retained; current-function and linguistic review incomplete
identifier	linkerData	existing spelling retained; current-function and linguistic review incomplete
identifier	linkerEntry	existing spelling retained; current-function and linguistic review incomplete
identifier	linkerFile	existing spelling retained; current-function and linguistic review incomplete
identifier	list	existing spelling retained; current-function and linguistic review incomplete
identifier	listening	existing spelling retained; current-function and linguistic review incomplete
identifier	loader	existing spelling retained; current-function and linguistic review incomplete
identifier	local	existing spelling retained; current-function and linguistic review incomplete
identifier	localDatagramSocket	existing spelling retained; current-function and linguistic review incomplete
identifier	localIP	existing spelling retained; current-function and linguistic review incomplete
identifier	localPort	existing spelling retained; current-function and linguistic review incomplete
identifier	localSockets	existing spelling retained; current-function and linguistic review incomplete
identifier	logicalAddress	existing spelling retained; current-function and linguistic review incomplete
identifier	macAddr	existing spelling retained; current-function and linguistic review incomplete
identifier	macIdx	existing spelling retained; current-function and linguistic review incomplete
identifier	magicnumber	existing spelling retained; current-function and linguistic review incomplete
identifier	mainThread	existing spelling retained; current-function and linguistic review incomplete
identifier	makePagePrivateWritableCurrent	existing spelling retained; current-function and linguistic review incomplete
identifier	makeRangePrivateWritableCurrent	existing spelling retained; current-function and linguistic review incomplete
identifier	manager	existing spelling retained; current-function and linguistic review incomplete
identifier	mask	existing spelling retained; current-function and linguistic review incomplete
identifier	master	existing spelling retained; current-function and linguistic review incomplete
identifier	matches	existing spelling retained; current-function and linguistic review incomplete
identifier	maxBARs	existing spelling retained; current-function and linguistic review incomplete
identifier	maxDatagramSize	existing spelling retained; current-function and linguistic review incomplete
identifier	maxExecStringLength	existing spelling retained; current-function and linguistic review incomplete
identifier	maxExecVectorEntries	existing spelling retained; current-function and linguistic review incomplete
identifier	maxFD	existing spelling retained; current-function and linguistic review incomplete
identifier	maxOpenFiles	existing spelling retained; current-function and linguistic review incomplete
identifier	maxSocketPackets	existing spelling retained; current-function and linguistic review incomplete
identifier	maxSockets	existing spelling retained; current-function and linguistic review incomplete
identifier	maximumBlocks	existing spelling retained; current-function and linguistic review incomplete
identifier	mediaType	existing spelling retained; current-function and linguistic review incomplete
identifier	mem	existing spelling retained; current-function and linguistic review incomplete
identifier	memoryArray	existing spelling retained; current-function and linguistic review incomplete
identifier	memoryChunkSize	existing spelling retained; current-function and linguistic review incomplete
identifier	memoryManager	existing spelling retained; current-function and linguistic review incomplete
identifier	memoryOper	existing spelling retained; current-function and linguistic review incomplete
identifier	memorySize	existing spelling retained; current-function and linguistic review incomplete
identifier	memorymananger	existing spelling retained; current-function and linguistic review incomplete
identifier	memorytest	existing spelling retained; current-function and linguistic review incomplete
identifier	message	existing spelling retained; current-function and linguistic review incomplete
identifier	micsPort	existing spelling retained; current-function and linguistic review incomplete
identifier	minimum	existing spelling retained; current-function and linguistic review incomplete
identifier	mode	existing spelling retained; current-function and linguistic review incomplete
identifier	mouseDriver	existing spelling retained; current-function and linguistic review incomplete
identifier	mouseEventHandler	existing spelling retained; current-function and linguistic review incomplete
identifier	mouseVGA	existing spelling retained; current-function and linguistic review incomplete
identifier	mouseWidget	existing spelling retained; current-function and linguistic review incomplete
identifier	msdospart	existing spelling retained; current-function and linguistic review incomplete
identifier	msg	existing spelling retained; current-function and linguistic review incomplete
identifier	msgBuffer	existing spelling retained; current-function and linguistic review incomplete
identifier	multiboot_memory_map	existing spelling retained; current-function and linguistic review incomplete
identifier	multitasking	existing spelling retained; current-function and linguistic review incomplete
identifier	myKeyboardEventHandler	existing spelling retained; current-function and linguistic review incomplete
identifier	myPCIControllerHandler	existing spelling retained; current-function and linguistic review incomplete
identifier	myfunction	existing spelling retained; current-function and linguistic review incomplete
identifier	n	existing spelling retained; current-function and linguistic review incomplete
identifier	n_descsz	existing spelling retained; current-function and linguistic review incomplete
identifier	n_namesz	existing spelling retained; current-function and linguistic review incomplete
identifier	n_type	existing spelling retained; current-function and linguistic review incomplete
identifier	name	existing spelling retained; current-function and linguistic review incomplete
identifier	nameLen	existing spelling retained; current-function and linguistic review incomplete
identifier	netCard	existing spelling retained; current-function and linguistic review incomplete
identifier	newButtons	existing spelling retained; current-function and linguistic review incomplete
identifier	newFD	existing spelling retained; current-function and linguistic review incomplete
identifier	newFrame	existing spelling retained; current-function and linguistic review incomplete
identifier	newLink	existing spelling retained; current-function and linguistic review incomplete
identifier	newNode	existing spelling retained; current-function and linguistic review incomplete
identifier	newPtr	existing spelling retained; current-function and linguistic review incomplete
identifier	next	existing spelling retained; current-function and linguistic review incomplete
identifier	nextEphemeralPort	existing spelling retained; current-function and linguistic review incomplete
identifier	nextFileCluster	existing spelling retained; current-function and linguistic review incomplete
identifier	nextHopIP_BE	existing spelling retained; current-function and linguistic review incomplete
identifier	nextNode	existing spelling retained; current-function and linguistic review incomplete
identifier	nextProcessID	existing spelling retained; current-function and linguistic review incomplete
identifier	nextThread	existing spelling retained; current-function and linguistic review incomplete
identifier	nibble	existing spelling retained; current-function and linguistic review incomplete
identifier	node	existing spelling retained; current-function and linguistic review incomplete
identifier	nodeArray	existing spelling retained; current-function and linguistic review incomplete
identifier	num	existing spelling retained; current-function and linguistic review incomplete
identifier	numCacheEntries	existing spelling retained; current-function and linguistic review incomplete
identifier	numDrivers	existing spelling retained; current-function and linguistic review incomplete
identifier	numFunctions	existing spelling retained; current-function and linguistic review incomplete
identifier	numRecvBuffers	existing spelling retained; current-function and linguistic review incomplete
identifier	numSendBuffers	existing spelling retained; current-function and linguistic review incomplete
identifier	numSockets	existing spelling retained; current-function and linguistic review incomplete
identifier	numTasks	existing spelling retained; current-function and linguistic review incomplete
identifier	oAppend	existing spelling retained; current-function and linguistic review incomplete
identifier	oCreate	existing spelling retained; current-function and linguistic review incomplete
identifier	oDirectory	existing spelling retained; current-function and linguistic review incomplete
identifier	oReadOnly	existing spelling retained; current-function and linguistic review incomplete
identifier	oReadWrite	existing spelling retained; current-function and linguistic review incomplete
identifier	oTruncate	existing spelling retained; current-function and linguistic review incomplete
identifier	oWriteOnly	existing spelling retained; current-function and linguistic review incomplete
identifier	o_addr	existing spelling retained; current-function and linguistic review incomplete
identifier	offset	existing spelling retained; current-function and linguistic review incomplete
identifier	ok	existing spelling retained; current-function and linguistic review incomplete
identifier	oldButtons	existing spelling retained; current-function and linguistic review incomplete
identifier	oldCR3	existing spelling retained; current-function and linguistic review incomplete
identifier	oldFD	existing spelling retained; current-function and linguistic review incomplete
identifier	oldFrame	existing spelling retained; current-function and linguistic review incomplete
identifier	oldGdt	existing spelling retained; current-function and linguistic review incomplete
identifier	oldGdtAddr	existing spelling retained; current-function and linguistic review incomplete
identifier	oldGdtLen	existing spelling retained; current-function and linguistic review incomplete
identifier	openFileDescription	existing spelling retained; current-function and linguistic review incomplete
identifier	openFileTable	existing spelling retained; current-function and linguistic review incomplete
identifier	options	existing spelling retained; current-function and linguistic review incomplete
identifier	orgValue	existing spelling retained; current-function and linguistic review incomplete
identifier	p	existing spelling retained; current-function and linguistic review incomplete
identifier	p1	existing spelling retained; current-function and linguistic review incomplete
identifier	p2	existing spelling retained; current-function and linguistic review incomplete
identifier	p_align	existing spelling retained; current-function and linguistic review incomplete
identifier	p_backend	existing spelling retained; current-function and linguistic review incomplete
identifier	p_data	existing spelling retained; current-function and linguistic review incomplete
identifier	p_efHandler	existing spelling retained; current-function and linguistic review incomplete
identifier	p_efProvider	existing spelling retained; current-function and linguistic review incomplete
identifier	p_etherType	existing spelling retained; current-function and linguistic review incomplete
identifier	p_filesz	existing spelling retained; current-function and linguistic review incomplete
identifier	p_flags	existing spelling retained; current-function and linguistic review incomplete
identifier	p_iHandler	existing spelling retained; current-function and linguistic review incomplete
identifier	p_ipHandler	existing spelling retained; current-function and linguistic review incomplete
identifier	p_ipProvider	existing spelling retained; current-function and linguistic review incomplete
identifier	p_memsz	existing spelling retained; current-function and linguistic review incomplete
